village,VillageHH,traptype,trap,date,month,year,HH,IN.OUT,start,end,Agml,Agfed,Agunf,Aggrv,Afml,Affed,Affunf,Afgrv,Acml,Acfem,OthAn,Notes,MeanTemp,MeanHum,MaxTemp,MaxHum,MinTemp,MinHum
MIN,MIN2,CDC,CDC 1:6,25/07/2017,JUL,2017,2,IN,18:00,06:00,0,0,7,0,0,0,6,0,0,0,0,,24.19176667,73.63308333,27.2939,76.564,22.7085,63.363
MIN,MIN3,CDC,CDC 1:7,25/07/2017,JUL,2017,3,IN,18:00,06:00,0,0,16,0,5,2,45,1,0,1,0,,24.72928333,67.40491667,29.858,74.613,21.2542,46.104
MIN,MIN4,CDC,CDC 1:8,25/07/2017,JUL,2017,4,IN,18:00,06:00,1,3,11,0,2,1,4,4,0,0,0,,23.439325,75.445,29.8686,81.537,21.1203,56.332
MIN,MIN2,CDC,CDC 1:6,25/07/2017,JUL,2017,2,IN,18:00,06:00,0,0,7,0,0,0,6,0,0,0,0,,24.19176667,73.63308333,27.2939,76.564,22.7085,63.363
MIN,MIN3,CDC,CDC 1:7,25/07/2017,JUL,2017,3,IN,18:00,06:00,0,0,16,0,5,2,45,1,0,1,0,,24.72928333,67.40491667,29.858,74.613,21.2542,46.104
MIN,MIN4,CDC,CDC 1:8,25/07/2017,JUL,2017,4,IN,18:00,06:00,1,3,11,0,2,1,4,4,0,0,0,,23.439325,75.445,29.8686,81.537,21.1203,56.332
MIN,MIN1,CDC,CDC 1:9,26/07/2017,JUL,2017,1,IN,18:00,06:00,0,0,0,0,0,0,1,0,0,1,0,,23.16786667,91.92541667,27.39916,100,20.32928,68.179
MIN,MIN2,CDC,CDC 1:10,26/07/2017,JUL,2017,2,IN,18:00,06:00,0,2,16,2,0,0,3,0,0,0,0,,24.07841667,72.5005,26.0435,75.714,22.6318,64.452
MIN,MIN3,CDC,CDC 1:11,26/07/2017,JUL,2017,3,IN,18:00,06:00,0,0,1,0,1,0,0,0,0,0,0,,23.16788333,91.92541667,27.3992,100,20.3293,68.179
MIN,MIN1,CDC,CDC 1:9,26/07/2017,JUL,2017,1,IN,18:00,06:00,0,0,0,0,0,0,1,0,0,1,0,,23.16786667,91.92541667,27.39916,100,20.32928,68.179
MIN,MIN2,CDC,CDC 1:10,26/07/2017,JUL,2017,2,IN,18:00,06:00,0,2,16,2,0,0,3,0,0,0,0,,24.07841667,72.5005,26.0435,75.714,22.6318,64.452
MIN,MIN3,CDC,CDC 1:11,26/07/2017,JUL,2017,3,IN,18:00,06:00,0,0,1,0,1,0,0,0,0,0,0,,23.16788333,91.92541667,27.3992,100,20.3293,68.179
MIN,MIN1,CDC,CDC 1:13,27/07/2017,JUL,2017,1,IN,18:00,06:00,0,1,7,0,0,0,1,1,0,0,0,,22.4760525,95.013,26.15671,100,20.9879,68.179
MIN,MIN2,CDC,CDC 1:14,27/07/2017,JUL,2017,2,IN,18:00,06:00,0,0,10,1,0,0,1,0,0,0,0,,23.88926667,72.80441667,25.2617,74.865,23.3339,66.629
MIN,MIN4,CDC,CDC 1:16,27/07/2017,JUL,2017,4,IN,18:00,06:00,0,0,0,0,0,0,1,0,0,0,0,,22.43945,76.461,25.7057,81.82,21.152,62.192
MIN,MIN1,CDC,CDC 1:13,27/07/2017,JUL,2017,1,IN,18:00,06:00,0,1,7,0,0,0,1,1,0,0,0,,22.4760525,95.013,26.15671,100,20.9879,68.179
MIN,MIN2,CDC,CDC 1:14,27/07/2017,JUL,2017,2,IN,18:00,06:00,0,0,10,1,0,0,1,0,0,0,0,,23.88926667,72.80441667,25.2617,74.865,23.3339,66.629
MIN,MIN4,CDC,CDC 1:16,27/07/2017,JUL,2017,4,IN,18:00,06:00,0,0,0,0,0,0,1,0,0,0,0,,22.43945,76.461,25.7057,81.82,21.152,62.192
LUP,LUP1,CDC,CDC 1:1,31/07/2017,JUL,2017,1,IN,18:00,06:00,0,0,2,0,2,2,7,2,0,0,0,,28.69678917,66.31108333,29.86408,71.459,27.0435,62.438
LUP,LUP3,CDC,CDC 1:3,31/07/2017,JUL,2017,3,IN,18:00,06:00,1,1,5,0,4,0,2,0,0,0,0,GOAT,28.69679167,66.31108333,29.8641,71.459,27.0435,62.438
LUP,LUP4,CDC,CDC 1:4,31/07/2017,JUL,2017,4,IN,18:00,06:00,2,4,2,0,2,0,2,0,0,0,0,,28.92744167,56.536,29.8595,61.377,27.466,53.988
LUP,LUP2,CDC,CDC 1:6,01/08/2017,AUG,2017,2,IN,18:00,06:00,0,1,2,0,0,1,18,1,0,0,0,,25.340575,72.67541667,30.1325,80.244,22.496,60.914
LUP,LUP3,CDC,CDC 1:7,01/08/2017,AUG,2017,3,IN,18:00,06:00,1,1,8,1,1,0,2,0,0,0,0,GOAT,24.23644167,93.01791667,28.71,100,21.9099,74.326
LUP,LUP4,CDC,CDC 1:8,01/08/2017,AUG,2017,4,IN,18:00,06:00,2,0,7,1,1,0,7,0,0,0,0,,24.48165,75.85616667,27.5313,80.689,22.8184,67.35
LUP,LUP1,CDC,CDC 1:9,02/08/2017,AUG,2017,1,IN,18:00,06:00,0,0,4,2,0,1,4,3,0,0,0,,24.70177667,74.71858333,29.67646,100,22.41218,0
LUP,LUP2,CDC,CDC 1:10,02/08/2017,AUG,2017,2,IN,18:00,06:00,0,0,2,0,0,2,11,0,0,0,0,,26.278375,69.80058333,30.3589,81.093,23.566,55.617
LUP,LUP3,CDC,CDC 1:11,02/08/2017,AUG,2017,3,IN,18:00,06:00,0,0,35,2,1,0,5,0,0,2,0,GOAT,24.70179167,74.71858333,29.6765,100,22.4122,0
LUP,LUP1,CDC,CDC 1:13,03/08/2017,AUG,2017,1,IN,18:00,06:00,0,0,8,0,0,1,8,1,0,0,0,,24.30250417,82.48208333,29.47557,100,21.82333,0
LUP,LUP2,CDC,CDC 1:14,03/08/2017,AUG,2017,2,IN,18:00,06:00,0,0,0,0,0,0,2,1,0,0,0,,25.88078333,68.94125,29.7687,79.395,23.1311,54.833
LUP,LUP4,CDC,CDC 1:16,03/08/2017,AUG,2017,4,IN,18:00,06:00,17,1,14,0,9,1,11,2,0,0,0,,24.12761667,76.47966667,27.3814,82.385,22.6723,67.622
KID,KID1,CDC,CDC 1:1,07/08/2017,AUG,2017,1,IN,18:00,06:00,0,0,1,0,0,0,1,2,0,1,0,COW,27.310195,70.9115,29.63716,73.464,24.85539,68.179
KID,KID2,CDC,CDC 1:2,07/08/2017,AUG,2017,2,IN,18:00,06:00,1,0,0,0,0,0,1,0,0,0,0,COW,26.764375,62.59808333,29.9353,67.717,23.743,57.706
KID,KID3,CDC,CDC 1:3,07/08/2017,AUG,2017,3,IN,18:00,06:00,0,0,2,0,20,2,48,0,0,0,0,,27.3102,70.9115,29.6372,73.464,24.8554,68.179
KID,KID1,CDC,CDC 1:5,08/08/2017,AUG,2017,1,IN,18:00,06:00,0,0,0,0,3,0,2,3,0,0,0,COW,24.16969083,84.069,28.03128,90.61,22.19989,72.315
KID,KID2,CDC,CDC 1:6,08/08/2017,AUG,2017,2,IN,18:00,06:00,0,2,1,0,0,1,2,1,0,0,0,COW,23.30965833,70.42683333,27.4481,74.299,21.0167,64.724
KID,KID4,CDC,CDC 1:8,08/08/2017,AUG,2017,4,IN,18:00,06:00,0,0,1,0,1,0,8,0,0,0,0,,23.86979167,68.61725,29.0839,72.509,21.1289,59.748
KID,KID2,CDC,CDC 1:10,09/08/2017,AUG,2017,2,IN,18:00,06:00,0,0,1,0,0,0,1,0,0,0,0,COW,22.99836667,69.53791667,28.1088,76.847,19.6283,52.744
KID,KID3,CDC,CDC 1:11,09/08/2017,AUG,2017,3,IN,18:00,06:00,1,0,15,0,3,0,76,3,0,0,0,,23.18965833,83.97441667,26.9118,92.417,20.3552,69.272
KID,KID4,CDC,CDC 1:12,09/08/2017,AUG,2017,4,IN,18:00,06:00,0,0,0,0,0,5,4,5,0,0,0,,23.15245833,68.918,27.3487,75.319,19.8351,56.332
KID,KID1,CDC,CDC 1:13,10/08/2017,AUG,2017,1,IN,18:00,06:00,0,0,0,0,0,0,2,0,0,0,0,COW,23.933765,85.91458333,25.57369,89.105,22.8618,75.475
KID,KID3,CDC,CDC 1:15,10/08/2017,AUG,2017,3,IN,18:00,06:00,1,1,10,0,0,2,60,1,0,0,0,,23.93376667,85.91458333,25.5737,89.105,22.8618,75.475
KID,KID4,CDC,CDC 1:16,10/08/2017,AUG,2017,4,IN,18:00,06:00,0,0,0,0,0,0,0,0,0,0,0,CULEX,23.89098333,69.79708333,26.3938,73.906,22.3111,63.006
SAG,SAG2,CDC,CDC 1:2,14/08/2017,AUG,2017,2,IN,18:00,06:00,0,0,0,0,1,1,11,3,0,0,0,,28.21509167,62.20666667,28.737,64.724,27.466,60.642
SAG,SAG3,CDC,CDC 1:3,14/08/2017,AUG,2017,3,IN,18:00,06:00,0,0,3,0,1,0,35,0,0,0,0,,28.98051667,70.37066667,29.6477,72.315,28.0268,68.999
SAG,SAG4,CDC,CDC 1:4,14/08/2017,AUG,2017,4,IN,18:00,06:00,0,0,0,0,0,0,15,0,0,0,0,,28.14590833,62.37291667,28.4569,64.635,27.6264,61.106
SAG,SAG1,CDC,CDC 1:5,15/08/2017,AUG,2017,1,IN,18:00,06:00,1,0,1,1,6,1,16,0,0,0,0,,25.76252833,82.97633333,30.84081,100,24.09764,51.293
SAG,SAG3,CDC,CDC 1:7,15/08/2017,AUG,2017,3,IN,18:00,06:00,0,0,3,1,8,0,33,0,0,0,0,,25.76253333,82.97633333,30.8408,100,24.0976,51.293
SAG,SAG4,CDC,CDC 1:8,15/08/2017,AUG,2017,4,IN,18:00,06:00,2,0,1,0,2,1,8,0,0,0,0,,25.69694167,68.92491667,28.4689,77.58,24.1646,56.332
SAG,SAG1,CDC,CDC 1:9,16/08/2017,AUG,2017,1,IN,18:00,06:00,0,0,0,0,2,3,4,3,0,0,0,,25.32994083,87.26783333,26.81428,96.331,23.58192,79.209
SAG,SAG2,CDC,CDC 1:10,16/08/2017,AUG,2017,2,IN,18:00,06:00,0,0,0,0,0,0,18,1,0,0,0,,25.19770833,71.65633333,28.2775,81.093,22.7128,62.819
SAG,SAG4,CDC,CDC 1:12,16/08/2017,AUG,2017,4,IN,18:00,06:00,0,0,2,0,0,0,4,0,0,0,0,,25.40234167,70.41933333,28.0298,77.298,23.463,61.92
SAG,SAG1,CDC,CDC 1:13,17/08/2017,AUG,2017,1,IN,18:00,06:00,0,0,1,0,6,2,16,3,0,0,0,,23.98462833,92.3845,25.80841,100,23.07458,81.219
SAG,SAG2,CDC,CDC 1:14,17/08/2017,AUG,2017,2,IN,18:00,06:00,0,0,0,0,2,1,12,2,0,0,0,,24.24389167,73.91683333,27.3992,81.943,22.8459,62.003
SAG,SAG3,CDC,CDC 1:15,17/08/2017,AUG,2017,3,IN,18:00,06:00,0,0,0,0,1,0,1,0,0,0,0,,23.98464167,92.3845,25.8084,100,23.0746,81.219
MIN,MIN1,CDC,CDC 1:1,21/08/2017,AUG,2017,1,IN,18:00,06:00,3,0,40,2,1,0,12,0,0,0,0,,28.78895333,73.52725,29.85348,78.347,27.6234,70.092
MIN,MIN3,CDC,CDC 1:3,21/08/2017,AUG,2017,3,IN,18:00,06:00,59,4,18,1,26,1,8,0,0,0,0,,28.78896667,73.52725,29.8535,78.347,27.6234,70.092
MIN,MIN4,CDC,CDC 1:4,21/08/2017,AUG,2017,4,IN,18:00,06:00,1,2,19,4,2,1,10,2,0,0,0,,28.95196667,62.78,29.9156,66.264,27.6219,60.291
MIN,MIN1,CDC,CDC 1:5,22/08/2017,AUG,2017,1,IN,18:00,06:00,62,0,27,6,0,0,1,0,0,0,0,,22.98099167,89.022,26.73451,100,20.12523,69.546
MIN,MIN2,CDC,CDC 1:6,22/08/2017,AUG,2017,2,IN,18:00,06:00,1,0,0,0,0,0,0,0,0,0,0,TRAP FAILED,23.792825,72.01941667,28.2267,77.413,21.5495,53.266
MIN,MIN4,CDC,CDC 1:8,22/08/2017,AUG,2017,4,IN,18:00,06:00,4,2,22,1,0,1,6,1,0,0,0,,22.48974167,75.71358333,26.7862,81.82,20.1985,60.019
MIN,MIN2,CDC,CDC 1:10,23/08/2017,AUG,2017,2,IN,18:00,06:00,3,1,18,3,0,0,0,0,0,0,0,,24.74325833,72.631,26.407,75.998,23.4499,65.812
MIN,MIN3,CDC,CDC 1:11,23/08/2017,AUG,2017,3,IN,18:00,06:00,11,1,3,1,18,1,1,0,0,0,1,,23.44195833,75.49191667,27.2286,100,20.21,0
MIN,MIN4,CDC,CDC 1:12,23/08/2017,AUG,2017,4,IN,18:00,06:00,3,1,28,1,2,1,7,1,0,1,0,,23.75278333,74.96316667,27.4185,81.82,21.6547,62.192
MIN,MIN1,CDC,CDC 1:13,24/08/2017,AUG,2017,1,IN,18:00,06:00,4,0,0,1,0,0,0,0,0,0,0,,24.610535,64.46116667,28.87803,100,21.59557,0
MIN,MIN2,CDC,CDC 1:14,24/08/2017,AUG,2017,2,IN,18:00,06:00,0,0,2,0,4,0,0,1,0,0,0,,25.81654167,69.86525,27.7394,75.431,24.5359,60.914
MIN,MIN3,CDC,CDC 1:15,24/08/2017,AUG,2017,3,IN,18:00,06:00,9,0,27,1,26,1,14,4,0,0,0,,24.61054167,64.46116667,28.878,100,21.5956,0
LUP,LUP1,CDC,CDC 1:1,28/08/2017,AUG,2017,1,IN,18:00,06:00,0,0,0,0,0,0,1,0,0,0,0,,28.79613917,68.47491667,29.32778,69.546,27.92546,67.085
LUP,LUP3,CDC,CDC 1:3,28/08/2017,AUG,2017,3,IN,18:00,06:00,0,0,4,0,0,0,0,0,0,0,0,Got,28.79614167,68.47491667,29.3278,69.546,27.9255,67.085
LUP,LUP4,CDC,CDC 1:4,28/08/2017,AUG,2017,4,IN,18:00,06:00,5,1,31,0,0,0,2,0,0,0,0,,28.04179167,61.4905,28.728,61.92,27.0998,60.834
LUP,LUP1,CDC,CDC 1:6,29/08/2017,AUG,2017,1,IN,18:00,06:00,0,0,0,0,0,0,1,0,0,0,0,,23.298385,79.68733333,30.48222,92.417,18.87894,57.002
LUP,LUP2,CDC,CDC 1:7,29/08/2017,AUG,2017,2,IN,18:00,06:00,0,0,0,0,0,0,0,0,0,0,0,GOAT,24.49639167,63.009,28.791,72.343,20.3293,41.44
LUP,LUP4,CDC,CDC 1:8,29/08/2017,AUG,2017,4,IN,18:00,06:00,1,0,9,2,0,0,2,1,0,0,0,,23.84133333,67.14166667,28.3971,71.694,20.7822,53.988
LUP,LUP2,CDC,CDC 1:9,30/08/2017,AUG,2017,2,IN,18:00,06:00,0,0,0,0,0,0,1,0,0,0,0,,24.271175,63.54391667,29.8853,73.733,19.7001,48.304
LUP,LUP3,CDC,CDC 1:10,30/08/2017,AUG,2017,3,IN,18:00,06:00,1,0,4,2,2,0,2,1,0,0,0,,22.32820833,82.47025,29.382,97.836,18.9019,54.926
LUP,LUP4,CDC,CDC 1:11,30/08/2017,AUG,2017,4,IN,18:00,06:00,5,0,47,0,0,0,2,0,0,0,0,Got,22.666625,68.80841667,26.9,72.78,20.8872,56.071
LUP,LUP1,CDC,CDC 1:13,01/09/2017,SEP,2017,1,IN,18:00,06:00,0,0,0,0,1,0,1,0,0,0,0,,23.9039525,79.9465,29.74602,97.535,20.80087,62.985
LUP,LUP2,CDC,CDC 1:14,01/09/2017,SEP,2017,2,IN,18:00,06:00,1,0,8,0,0,0,1,0,0,0,0,,25.52794167,63.355,30.1127,70.439,21.6518,51.699
LUP,LUP3,CDC,CDC 1:16,01/09/2017,SEP,2017,3,IN,18:00,06:00,0,2,19,1,0,0,2,0,0,0,0,,23.90396667,79.9465,29.746,97.535,20.8009,62.985
KID,KID1,CDC,CDC 1:1,04/09/2017,SEP,2017,1,IN,18:00,06:00,0,0,0,0,2,0,0,1,0,0,0,COW,29.67089083,60.22891667,31.21448,63.532,27.32795,58.611
KID,KID2,CDC,CDC 1:2,04/09/2017,SEP,2017,2,IN,18:00,06:00,0,0,0,0,0,0,0,0,0,0,0,COW,29.40104167,53.41866667,31.4434,57.706,26.9888,50.394
KID,KID3,CDC,CDC 1:3,04/09/2017,SEP,2017,3,IN,18:00,06:00,0,0,3,4,9,2,38,6,0,0,0,,29.6709,60.22891667,31.2145,63.532,27.328,58.611
KID,KID1,CDC,CDC 1:5,05/09/2017,SEP,2017,1,IN,18:00,06:00,0,0,0,0,0,0,0,0,0,0,0,CULEX,24.20744667,90.54625,27.59517,95.127,22.21433,77.198
KID,KID2,CDC,CDC 1:6,05/09/2017,SEP,2017,2,IN,18:00,06:00,0,0,0,0,0,0,0,2,0,0,0,COW,22.96441667,77.193,26.3275,80.527,20.2675,68.262
KID,KID4,CDC,CDC 1:8,05/09/2017,SEP,2017,4,IN,18:00,06:00,0,0,0,0,1,0,0,0,0,0,0,,23.06745,76.1325,28.2238,80.124,20.1396,63.549
KID,KID2,CDC,CDC 1:10,06/09/2017,SEP,2017,2,IN,18:00,06:00,0,0,0,0,0,0,0,0,0,0,0,COW,22.831025,76.07108333,25.8848,82.792,21.4227,67.445
KID,KID3,CDC,CDC 1:11,06/09/2017,SEP,2017,3,IN,18:00,06:00,0,0,2,0,12,2,40,1,0,0,0,,23.581075,90.661,25.7013,96.03,22.8647,82.081
KID,KID4,CDC,CDC 1:12,06/09/2017,SEP,2017,4,IN,18:00,06:00,0,0,0,0,0,0,2,0,0,0,0,,22.9189,75.19416667,26.1302,81.537,21.6821,64.364
KID,KID1,CDC,CDC 1:13,07/09/2017,SEP,2017,1,IN,18:00,06:00,0,0,0,0,0,0,0,0,0,0,0,CULEX,25.54599917,73.03875,28.98617,83.517,24.45138,58.611
KID,KID3,CDC,CDC 1:15,07/09/2017,SEP,2017,3,IN,18:00,06:00,0,0,2,0,0,0,39,1,0,0,0,,25.54601667,73.03875,28.9862,83.517,24.4514,58.611
KID,KID4,CDC,CDC 1:16,07/09/2017,SEP,2017,4,IN,18:00,06:00,0,0,0,0,0,0,0,0,0,0,0,CULEX,24.652675,63.26616667,29.4907,74.471,22.9588,47.999
SAG,SAG2,CDC,CDC 1:2,11/09/2017,SEP,2017,2,IN,18:00,06:00,0,0,1,1,0,1,1,3,0,0,0,COW,29.702,50.546,31.6389,54.311,27.8867,47.26
SAG,SAG3,CDC,CDC 1:3,11/09/2017,SEP,2017,3,IN,18:00,06:00,2,0,2,1,19,0,30,21,0,0,0,,29.9278,57.08241667,31.4957,61.345,27.9299,54.667
SAG,SAG4,CDC,CDC 1:4,11/09/2017,SEP,2017,4,IN,18:00,06:00,0,0,0,0,0,0,0,0,0,0,0,CULEX,29.91995,50.40775,30.6759,52.426,28.4779,49.041
SAG,SAG1,CDC,CDC 1:5,12/09/2017,SEP,2017,1,IN,18:00,06:00,0,0,0,0,0,2,4,0,0,0,0,COW,26.46333333,54.57916667,32.14,70.09,23.03,45.22
SAG,SAG2,CDC,CDC 1:6,12/09/2017,SEP,2017,2,IN,18:00,06:00,0,0,0,0,0,0,0,0,0,0,0,CULEX,25.57333333,56.3075,31.16,72.89,22.6,43.94
SAG,SAG4,CDC,CDC 1:8,12/09/2017,SEP,2017,4,IN,18:00,06:00,0,0,1,0,0,0,3,0,0,0,0,,25.2025,55.87666667,29.08,72.51,22.24,44.66
SAG,SAG1,CDC,CDC 1:9,13/09/2017,SEP,2017,1,IN,18:00,06:00,0,0,0,1,0,1,1,2,0,0,0,COW,26.47833333,53.09666667,31.79,69.82,23.41,40.2
SAG,SAG3,CDC,CDC 1:11,13/09/2017,SEP,2017,3,IN,18:00,06:00,0,0,3,1,10,0,24,0,0,0,0,,24.9525,65.52333333,28.56,82.08,22.59,53.37
SAG,SAG4,CDC,CDC 1:12,13/09/2017,SEP,2017,4,IN,18:00,06:00,0,0,0,0,1,0,0,0,0,0,0,CULEX,25.3475,54.89916667,29.26,72.24,22.58,42.66
SAG,SAG1,CDC,CDC 1:13,14/09/2017,SEP,2017,1,IN,18:00,06:00,0,0,0,0,0,1,0,0,0,0,0,COW,26.44,48.94333333,31.91,55.97,23.47,38.44
SAG,SAG2,CDC,CDC 1:14,14/09/2017,SEP,2017,2,IN,18:00,06:00,0,0,0,0,0,2,1,1,0,0,0,COW,25.52333333,50.15166667,30.57,61.73,22.01,40.69
SAG,SAG3,CDC,CDC 1:15,14/09/2017,SEP,2017,3,IN,18:00,06:00,1,0,1,2,12,0,23,0,0,0,0,,25.10166667,58.8975,28.52,69.55,22.4,48.7
