"","village","VillageHH","traptype","trap","date","month","year","HH","IN.OUT","start","end","Agfed","Agunf","Aggrv","Affed","Affunf","Afgrv","Notes","MeanTemp","MeanHum"
"529","LUP","LUP2","CDC","CDC 1:14","13/04/2017","APR",2017,2,"IN","18:00","06:00",0,296,0,0,3,0,"",26.659875,85.17508333
"530","LUP","LUP4","CDC","CDC 1:16","13/04/2017","APR",2017,4,"IN","18:00","06:00",1,76,0,0,6,0,"",25.93146667,87.74316667
"531","KID","KID1","CDC","CDC 1:1","17/04/2017","APR",2017,1,"IN","18:00","06:00",0,19,0,0,2,0,"COW",28.920475,76.98825
"532","KID","KID2","CDC","CDC 1:2","17/04/2017","APR",2017,2,"IN","18:00","06:00",6,36,0,1,3,0,"COW",28.90649167,77.2715
"533","KID","KID3","CDC","CDC 1:3","17/04/2017","APR",2017,3,"IN","18:00","06:00",1,170,0,0,5,0,"",28.95545,99.59575
"534","KID","KID1","CDC","CDC 1:5","18/04/2017","APR",2017,1,"IN","18:00","06:00",0,12,0,0,1,0,"COW",26.02543333,86.93341667
"535","KID","KID2","CDC","CDC 1:6","18/04/2017","APR",2017,2,"IN","18:00","06:00",1,56,0,0,4,0,"COW",26.13696667,86.6085
"536","KID","KID4","CDC","CDC 1:8","18/04/2017","APR",2017,4,"IN","18:00","06:00",0,2,0,0,1,0,"",26.42448333,85.66508333
"537","KID","KID1","CDC","CDC 1:9","19/04/2017","APR",2017,1,"IN","18:00","06:00",0,8,0,0,1,0,"COW",25.2855,89.95183333
"538","KID","KID3","CDC","CDC 1:11","19/04/2017","APR",2017,3,"IN","18:00","06:00",3,62,0,2,8,0,"",25.95738333,3.659
"539","KID","KID4","CDC","CDC 1:12","19/04/2017","APR",2017,4,"IN","18:00","06:00",0,12,0,0,1,0,"",25.67045833,86.67633333
"540","KID","KID2","CDC","CDC 1:14","20/04/2017","APR",2017,2,"IN","18:00","06:00",0,5,0,0,0,0,"COW",25.32004167,90.2025
"541","KID","KID3","CDC","CDC 1:15","20/04/2017","APR",2017,3,"IN","18:00","06:00",2,27,0,1,2,0,"",26.28460833,6.737416667
"542","KID","KID4","CDC","CDC 1:16","20/04/2017","APR",2017,4,"IN","18:00","06:00",0,13,1,1,0,0,"",25.92240833,86.81866667
"543","SAG","SAG2","CDC","CDC 1:2","24/04/2017","APR",2017,2,"IN","18:00","06:00",5,46,0,0,0,0,"COW",27.272675,78.852
"544","SAG","SAG3","CDC","CDC 1:3","24/04/2017","APR",2017,3,"IN","18:00","06:00",1,207,0,0,2,0,"",27.53696667,98.87275
"545","SAG","SAG4","CDC","CDC 1:4","24/04/2017","APR",2017,4,"IN","18:00","06:00",NA,NA,NA,NA,NA,NA,"PROBLEMS WITH HOUSE",27.11186667,79.25225
"546","SAG","SAG1","CDC","CDC 1:5","25/04/2017","APR",2017,1,"IN","18:00","06:00",0,11,0,0,9,0,"COW",27.649375,80.62941667
"547","SAG","SAG3","CDC","CDC 1:7","25/04/2017","APR",2017,3,"IN","18:00","06:00",0,136,0,0,2,0,"",26.8695,34.62475
"548","SAG","SAG4","CDC","CDC 1:8","25/04/2017","APR",2017,4,"IN","18:00","06:00",0,49,0,0,3,0,"",27.22908333,83.04891667
"549","SAG","SAG1","CDC","CDC 1:9","26/04/2017","APR",2017,1,"IN","18:00","06:00",0,10,0,1,0,0,"COW",27.51025833,81.58166667
"550","SAG","SAG2","CDC","CDC 1:10","26/04/2017","APR",2017,2,"IN","18:00","06:00",8,41,0,1,10,0,"COW",26.56031667,83.61091667
"551","SAG","SAG4","CDC","CDC 1:12","26/04/2017","APR",2017,4,"IN","18:00","06:00",0,13,0,0,2,0,"",26.81631667,83.26416667
"552","SAG","SAG1","CDC","CDC 1:13","27/04/2017","APR",2017,1,"IN","18:00","06:00",0,3,0,0,3,0,"COW",27.694325,79.1985
"553","SAG","SAG2","CDC","CDC 1:14","27/04/2017","APR",2017,2,"IN","18:00","06:00",9,12,0,0,3,0,"COW",26.733875,81.69108333
"554","SAG","SAG3","CDC","CDC 1:15","27/04/2017","APR",2017,3,"IN","18:00","06:00",2,140,0,0,1,0,"",25.71603333,26.50991667
"555","MIN","MIN1","CDC","CDC 1:1","01/05/2017","MAY",2017,1,"IN","18:00","06:00",0,3,0,0,0,0,"",26.61585,77.28308333
"556","MIN","MIN2","CDC","CDC 1:2","01/05/2017","MAY",2017,2,"IN","18:00","06:00",0,100,0,0,3,0,"",26.66870833,77.74325
"557","MIN","MIN4","CDC","CDC 1:4","01/05/2017","MAY",2017,4,"IN","18:00","06:00",0,37,0,0,5,0,"",26.66063333,77.98091667
"558","MIN","MIN1","CDC","CDC 1:5","02/05/2017","MAY",2017,1,"IN","18:00","06:00",0,31,0,0,1,1,"",24.86521667,90.37625
"559","MIN","MIN3","CDC","CDC 1:7","02/05/2017","MAY",2017,3,"IN","18:00","06:00",4,3,0,1,2,0,"COW",24.87774167,19.37766667
"560","MIN","MIN4","CDC","CDC 1:8","02/05/2017","MAY",2017,4,"IN","18:00","06:00",8,75,0,0,7,0,"",24.15986667,91.61308333
"561","MIN","MIN1","CDC","CDC 1:9","03/05/2017","MAY",2017,1,"IN","18:00","06:00",NA,NA,NA,NA,NA,NA,"",26.39054167,86.3495
"562","MIN","MIN2","CDC","CDC 1:10","03/05/2017","MAY",2017,2,"IN","18:00","06:00",0,26,0,3,2,0,"",26.07963333,86.62233333
"563","MIN","MIN3","CDC","CDC 1:11","03/05/2017","MAY",2017,3,"IN","18:00","06:00",6,2,0,1,2,0,"COW",26.50565,49.08283333
"564","MIN","MIN4","CDC","CDC 1:12","03/05/2017","MAY",2017,4,"IN","18:00","06:00",3,18,0,0,0,0,"",25.387325,87.29441667
"565","MIN","MIN2","CDC","CDC 1:14","04/05/2017","MAY",2017,2,"IN","18:00","06:00",0,11,0,1,1,0,"",26.02625,86.35658333
"566","MIN","MIN3","CDC","CDC 1:15","04/05/2017","MAY",2017,3,"IN","18:00","06:00",0,1,0,0,1,0,"COW",25.75725,42.11525
"567","LUP","LUP1","CDC","CDC 1:1","08/05/2017","MAY",2017,1,"IN","18:00","06:00",1,29,0,4,41,0,"PIG",27.59264167,83.57641667
"568","LUP","LUP3","CDC","CDC 1:3","08/05/2017","MAY",2017,3,"IN","18:00","06:00",2,122,0,1,14,0,"GOAT",27.73403333,25
"569","LUP","LUP4","CDC","CDC 1:4","08/05/2017","MAY",2017,4,"IN","18:00","06:00",2,13,0,0,6,0,"",27.63215833,81.72541667
"570","LUP","LUP2","CDC","CDC 1:6","09/05/2017","MAY",2017,2,"IN","18:00","06:00",0,4,0,4,28,2,"",24.73116667,91.48533333
"571","LUP","LUP3","CDC","CDC 1:7","09/05/2017","MAY",2017,3,"IN","18:00","06:00",7,3,0,1,8,0,"GOAT",24.50645,30.9165
"572","LUP","LUP4","CDC","CDC 1:8","09/05/2017","MAY",2017,4,"IN","18:00","06:00",1,7,0,1,13,0,"",25.03529167,89.15333333
"573","LUP","LUP1","CDC","CDC 1:9","10/05/2017","MAY",2017,1,"IN","18:00","06:00",1,9,0,7,38,3,"PIG",25.13065833,86.85641667
"574","LUP","LUP2","CDC","CDC 1:10","10/05/2017","MAY",2017,2,"IN","18:00","06:00",0,3,0,6,68,0,"",25.30655,90.432
"575","LUP","LUP3","CDC","CDC 1:11","10/05/2017","MAY",2017,3,"IN","18:00","06:00",0,30,0,0,14,0,"GOAT",25.580325,22.11058333
"576","LUP","LUP1","CDC","CDC 1:13","11/05/2017","MAY",2017,1,"IN","18:00","06:00",1,15,1,3,27,5,"PIG",24.98215,87.13225
"577","LUP","LUP2","CDC","CDC 1:14","11/05/2017","MAY",2017,2,"IN","18:00","06:00",0,15,0,4,16,0,"",24.67633333,92.14333333
"578","LUP","LUP4","CDC","CDC 1:16","11/05/2017","MAY",2017,4,"IN","18:00","06:00",0,55,1,1,14,1,"",24.921825,91.19675
"579","KID","KID2","CDC","CDC 1:2","15/05/2017","MAY",2017,2,"IN","18:00","06:00",1,2,0,0,1,1,"COW",28.09789167,76.77616667
"580","KID","KID3","CDC","CDC 1:3","15/05/2017","MAY",2017,3,"IN","18:00","06:00",1,8,0,2,1,1,"",28.13314167,96.78725
"581","KID","KID4","CDC","CDC 1:4","15/05/2017","MAY",2017,4,"IN","18:00","06:00",1,0,0,0,2,0,"",28.04351667,76.40275
"582","KID","KID1","CDC","CDC 1:5","16/05/2017","MAY",2017,1,"IN","18:00","06:00",0,1,0,0,0,1,"COW",23.85780833,85.89041667
"583","KID","KID3","CDC","CDC 1:7","16/05/2017","MAY",2017,3,"IN","18:00","06:00",0,0,0,0,0,0,"CULEX",25.12731667,58.33333333
"584","KID","KID4","CDC","CDC 1:8","16/05/2017","MAY",2017,4,"IN","18:00","06:00",0,0,0,0,0,2,"",24.37700833,83.4445
"585","KID","KID1","CDC","CDC 1:9","17/05/2017","MAY",2017,1,"IN","18:00","06:00",0,0,0,0,1,1,"COW",24.44468333,87.80766667
"586","KID","KID2","CDC","CDC 1:10","17/05/2017","MAY",2017,2,"IN","18:00","06:00",0,2,1,0,2,0,"COW",25.1851,83.45275
"587","KID","KID4","CDC","CDC 1:12","17/05/2017","MAY",2017,4,"IN","18:00","06:00",3,3,0,0,3,1,"",25.09145,83.96275
"588","KID","KID1","CDC","CDC 1:13","18/05/2017","MAY",2017,1,"IN","18:00","06:00",0,0,0,0,0,0,"COW",24.42664167,89.16225
"589","KID","KID2","CDC","CDC 1:14","18/05/2017","MAY",2017,2,"IN","18:00","06:00",0,0,0,0,0,0,"COW",24.85185,85.93883333
"590","KID","KID3","CDC","CDC 1:15","18/05/2017","MAY",2017,3,"IN","18:00","06:00",0,16,0,0,14,1,"",25.08990833,2.883916667
"591","SAG","SAG1","CDC","CDC 1:1","22/05/2017","MAY",2017,1,"IN","18:00","06:00",3,2,0,0,11,0,"COW",27.9497,74.61633333
"592","SAG","SAG2","CDC","CDC 1:2","22/05/2017","MAY",2017,2,"IN","18:00","06:00",1,1,0,4,11,1,"COW",28.01784167,75.24233333
"593","SAG","SAG3","CDC","CDC 1:3","22/05/2017","MAY",2017,3,"IN","18:00","06:00",0,13,0,1,10,0,"",27.97314167,93.42033333
"594","SAG","SAG1","CDC","CDC 1:5","23/05/2017","MAY",2017,1,"IN","18:00","06:00",0,0,0,1,15,0,"COW",26.04188333,82.31575
"595","SAG","SAG2","CDC","CDC 1:6","23/05/2017","MAY",2017,2,"IN","18:00","06:00",0,3,0,5,31,2,"COW",25.21285833,86.24133333
"596","SAG","SAG4","CDC","CDC 1:8","23/05/2017","MAY",2017,4,"IN","18:00","06:00",0,2,0,0,8,0,"",25.77179167,84.33958333
"597","SAG","SAG1","CDC","CDC 1:9","24/05/2017","MAY",2017,1,"IN","18:00","06:00",0,0,0,4,21,1,"COW",26.52185,81.48316667
"598","SAG","SAG3","CDC","CDC 1:11","24/05/2017","MAY",2017,3,"IN","18:00","06:00",1,16,0,1,32,1,"",25.34280833,0.4665
"599","SAG","SAG4","CDC","CDC 1:12","24/05/2017","MAY",2017,4,"IN","18:00","06:00",0,1,0,1,10,0,"",25.75991667,84.71616667
"600","SAG","SAG2","CDC","CDC 1:14","25/05/2017","MAY",2017,2,"IN","18:00","06:00",0,2,0,1,22,3,"COW",25.77830833,77.53458333
"601","SAG","SAG3","CDC","CDC 1:15","25/05/2017","MAY",2017,3,"IN","18:00","06:00",0,1,0,1,8,1,"",25.44274167,99.50466667
"602","SAG","SAG4","CDC","CDC 1:16","25/05/2017","MAY",2017,4,"IN","18:00","06:00",0,2,0,0,11,0,"",25.84921667,78.78141667
"603","MIN","MIN1","CDC","CDC 1:1","29/05/2017","MAY",2017,1,"IN","18:00","06:00",0,10,0,0,7,0,"",28.913275,72.86383333
"604","MIN","MIN2","CDC","CDC 1:2","29/05/2017","MAY",2017,2,"IN","18:00","06:00",2,19,0,1,16,0,"",28.88528333,72.58675
"605","MIN","MIN4","CDC","CDC 1:4","29/05/2017","MAY",2017,4,"IN","18:00","06:00",0,12,0,0,7,0,"",28.84008333,72.83633333
"606","MIN","MIN1","CDC","CDC 1:5","30/05/2017","MAY",2017,1,"IN","18:00","06:00",0,8,0,0,3,0,"",25.96830833,87.9075
"607","MIN","MIN3","CDC","CDC 1:7","30/05/2017","MAY",2017,3,"IN","18:00","06:00",0,3,0,0,1,0,"COW",25.48921667,9.327666667
"608","MIN","MIN4","CDC","CDC 1:8","30/05/2017","MAY",2017,4,"IN","18:00","06:00",1,12,0,0,9,0,"",24.58391667,91.50491667
"609","MIN","MIN1","CDC","CDC 1:9","31/05/2017","MAY",2017,1,"IN","18:00","06:00",NA,NA,NA,NA,NA,NA,"",24.06733333,90.52883333
"610","MIN","MIN2","CDC","CDC 1:10","31/05/2017","MAY",2017,2,"IN","18:00","06:00",0,4,0,1,13,3,"",24.94706667,86.94808333
"611","MIN","MIN3","CDC","CDC 1:11","31/05/2017","MAY",2017,3,"IN","18:00","06:00",0,0,0,1,1,0,"COW",23.722725,18.44966667
"612","MIN","MIN4","CDC","CDC 1:12","31/05/2017","MAY",2017,4,"IN","18:00","06:00",0,3,0,3,6,0,"",23.07098333,93.00825
"613","LUP","LUP1","CDC","CDC 1:1","05/06/2017","JUN",2017,1,"IN","18:00","06:00",0,2,0,5,32,2,"",27.88255833,71.09566667
"614","LUP","LUP3","CDC","CDC 1:3","05/06/2017","JUN",2017,3,"IN","18:00","06:00",0,16,0,0,10,0,"GOAT",27.90269167,86.74933333
"615","LUP","LUP4","CDC","CDC 1:4","05/06/2017","JUN",2017,4,"IN","18:00","06:00",0,5,0,0,6,0,"",27.89900833,70.67616667
"616","LUP","LUP2","CDC","CDC 1:6","06/06/2017","JUN",2017,2,"IN","18:00","06:00",0,1,0,3,106,1,"",24.8813,75.41575
"617","LUP","LUP3","CDC","CDC 1:7","06/06/2017","JUN",2017,3,"IN","18:00","06:00",2,28,0,0,14,0,"GOAT",23.9123,72.49841667
"618","LUP","LUP4","CDC","CDC 1:8","06/06/2017","JUN",2017,4,"IN","18:00","06:00",0,9,0,0,7,0,"",24.28896667,81.49733333
"619","LUP","LUP1","CDC","CDC 1:9","07/06/2017","JUN",2017,1,"IN","18:00","06:00",0,0,0,6,18,4,"",24.3228,83.29075
"620","LUP","LUP2","CDC","CDC 1:10","07/06/2017","JUN",2017,2,"IN","18:00","06:00",0,6,0,0,42,0,"",25.44586667,80.52941667
"621","LUP","LUP3","CDC","CDC 1:11","07/06/2017","JUN",2017,3,"IN","18:00","06:00",1,63,0,0,16,0,"GOAT",24.252025,42.119
"622","LUP","LUP1","CDC","CDC 1:13","08/06/2017","JUN",2017,1,"IN","18:00","06:00",1,3,0,4,42,1,"",23.113225,79.05916667
"623","LUP","LUP2","CDC","CDC 1:14","08/06/2017","JUN",2017,2,"IN","18:00","06:00",0,3,0,8,54,0,"",25.11080833,75.76433333
"624","LUP","LUP4","CDC","CDC 1:16","08/06/2017","JUN",2017,4,"IN","18:00","06:00",0,7,0,0,14,0,"",23.12590833,82.80866667
"625","KID","KID2","CDC","CDC 1:2","12/06/2017","JUN",2017,2,"IN","18:00","06:00",1,1,1,0,9,3,"COW",27.71535833,66.71941667
"626","KID","KID3","CDC","CDC 1:3","12/06/2017","JUN",2017,3,"IN","18:00","06:00",0,5,0,4,81,3,"",27.64621667,80.98833333
"627","KID","KID4","CDC","CDC 1:4","12/06/2017","JUN",2017,4,"IN","18:00","06:00",0,0,0,1,8,0,"",27.76403333,66.37733333
"628","KID","KID1","CDC","CDC 1:5","13/06/2017","JUN",2017,1,"IN","18:00","06:00",0,0,0,0,4,0,"COW",25.2658,81.23916667
"629","KID","KID2","CDC","CDC 1:6","13/06/2017","JUN",2017,2,"IN","18:00","06:00",0,0,0,0,0,1,"COW",26.00290833,77.084
"630","KID","KID3","CDC","CDC 1:7","13/06/2017","JUN",2017,3,"IN","18:00","06:00",0,0,0,0,0,0,"CULEX",26.25503333,97.95466667
"631","KID","KID1","CDC","CDC 1:9","14/06/2017","JUN",2017,1,"IN","18:00","06:00",0,0,0,0,1,0,"COW",24.72739167,82.69608333
"632","KID","KID2","CDC","CDC 1:10","14/06/2017","JUN",2017,2,"IN","18:00","06:00",0,1,0,2,3,2,"COW",24.9927,81.50316667
"633","KID","KID4","CDC","CDC 1:12","14/06/2017","JUN",2017,4,"IN","18:00","06:00",0,0,0,5,11,3,"",24.684475,83.98666667
"634","KID","KID1","CDC","CDC 1:13","15/06/2017","JUN",2017,1,"IN","18:00","06:00",0,0,0,0,7,2,"COW",23.82376667,80.18991667
"635","KID","KID3","CDC","CDC 1:15","15/06/2017","JUN",2017,3,"IN","18:00","06:00",0,4,0,2,52,2,"",24.22775833,100
"636","KID","KID4","CDC","CDC 1:16","15/06/2017","JUN",2017,4,"IN","18:00","06:00",0,0,0,3,11,1,"",23.76734167,81.18366667
"637","SAG","SAG2","CDC","CDC 1:2","19/06/2017","JUN",2017,2,"IN","18:00","06:00",0,2,0,1,28,0,"COW",27.20445833,66.85558333
"638","SAG","SAG3","CDC","CDC 1:3","19/06/2017","JUN",2017,3,"IN","18:00","06:00",1,10,1,1,33,1,"",27.19394167,80.214
"639","SAG","SAG2","CDC","CDC 1:2","19/06/2017","JUN",2017,2,"IN","18:00","06:00",0,2,0,1,28,0,"COW",27.20445833,66.85558333
"640","SAG","SAG3","CDC","CDC 1:3","19/06/2017","JUN",2017,3,"IN","18:00","06:00",1,10,1,1,33,1,"",27.19394167,80.214
"641","SAG","SAG4","CDC","CDC","19/06/2017","JUN",2017,4,"IN","18:00","06:00",NA,NA,NA,NA,NA,NA,"TRAP STOPPED OVER NIGHT",27.26786667,65.94741667
"642","SAG","SAG1","CDC","CDC 1:5","20/06/2017","JUN",2017,1,"IN","18:00","06:00",2,0,0,3,22,2,"COW",23.53116667,76.16666667
"643","SAG","SAG3","CDC","CDC 1:7","20/06/2017","JUN",2017,3,"IN","18:00","06:00",0,8,3,1,26,1,"",22.91508333,93.64091667
"644","SAG","SAG4","CDC","CDC 1:8","20/06/2017","JUN",2017,4,"IN","18:00","06:00",0,12,0,2,12,0,"",22.75018333,70.3855
"645","SAG","SAG1","CDC","CDC 1:5","20/06/2017","JUN",2017,1,"IN","18:00","06:00",2,0,0,3,22,2,"COW",23.53116667,76.16666667
"646","SAG","SAG3","CDC","CDC 1:7","20/06/2017","JUN",2017,3,"IN","18:00","06:00",0,8,3,1,26,1,"",22.91508333,93.64091667
"647","SAG","SAG4","CDC","CDC 1:8","20/06/2017","JUN",2017,4,"IN","18:00","06:00",0,12,0,2,12,0,"",22.75018333,70.3855
"648","SAG","SAG1","CDC","CDC 1:9","21/06/2017","JUN",2017,1,"IN","18:00","06:00",1,0,0,0,24,2,"COW",24.57033333,73.675
"649","SAG","SAG2","CDC","CDC 1:10","21/06/2017","JUN",2017,2,"IN","18:00","06:00",0,0,0,2,42,1,"COW",24.02694167,73.56416667
"650","SAG","SAG4","CDC","CDC 1:12","21/06/2017","JUN",2017,4,"IN","18:00","06:00",3,6,0,2,9,3,"",24.08835,74.23516667
"651","SAG","SAG1","CDC","CDC 1:9","21/06/2017","JUN",2017,1,"IN","18:00","06:00",1,0,0,0,24,2,"COW",24.57033333,73.675
"652","SAG","SAG2","CDC","CDC 1:10","21/06/2017","JUN",2017,2,"IN","18:00","06:00",0,0,0,2,42,1,"COW",24.02694167,73.56416667
"653","SAG","SAG4","CDC","CDC 1:12","21/06/2017","JUN",2017,4,"IN","18:00","06:00",3,6,0,2,9,3,"",24.08835,74.23516667
"654","SAG","SAG1","CDC","CDC 1:13","22/06/2017","JUN",2017,1,"IN","18:00","06:00",0,0,0,0,14,2,"COW",24.88766667,73.51666667
"655","SAG","SAG2","CDC","CDC 1:14","22/06/2017","JUN",2017,2,"IN","18:00","06:00",0,0,0,6,32,3,"COW",24.12013333,73.83216667
"656","SAG","SAG3","CDC","CDC 1:15","22/06/2017","JUN",2017,3,"IN","18:00","06:00",1,16,1,1,44,4,"",23.485075,93.77341667
"657","SAG","SAG1","CDC","CDC 1:13","22/06/2017","JUN",2017,1,"IN","18:00","06:00",0,0,0,0,14,2,"COW",24.88766667,73.51666667
"658","SAG","SAG2","CDC","CDC 1:14","22/06/2017","JUN",2017,2,"IN","18:00","06:00",0,0,0,6,32,3,"COW",24.12013333,73.83216667
"659","SAG","SAG3","CDC","CDC 1:15","22/06/2017","JUN",2017,3,"IN","18:00","06:00",1,16,1,1,44,4,"",23.485075,93.77341667
"660","MIN","MIN1","CDC","CDC 1:1","26/06/2017","JUN",2017,1,"IN","18:00","06:00",0,4,0,0,0,0,"",26.16008333,76.71666667
"661","MIN","MIN2","CDC","CDC 1:2","26/06/2017","JUN",2017,2,"IN","18:00","06:00",0,7,0,0,6,0,"",26.10654167,78.07366667
"662","MIN","MIN4","CDC","CDC 1:4","26/06/2017","JUN",2017,4,"IN","18:00","06:00",1,6,0,0,3,2,"",25.96414167,75.13075
"663","MIN","MIN1","CDC","CDC 1:1","26/06/2017","JUN",2017,1,"IN","18:00","06:00",0,4,0,0,0,0,"",26.16008333,76.71666667
"664","MIN","MIN2","CDC","CDC 1:2","26/06/2017","JUN",2017,2,"IN","18:00","06:00",0,7,0,0,6,0,"",26.10654167,78.07366667
"665","MIN","MIN4","CDC","CDC 1:4","26/06/2017","JUN",2017,4,"IN","18:00","06:00",1,6,0,0,3,2,"",25.96414167,75.13075
"666","MIN","MIN1","CDC","CDC 1:1","26/06/2017","JUN",2017,1,"IN","18:00","06:00",0,4,0,0,0,0,"",26.16008333,76.71666667
"667","MIN","MIN2","CDC","CDC 1:2","26/06/2017","JUN",2017,2,"IN","18:00","06:00",0,7,0,0,6,0,"",26.10654167,78.07366667
"668","MIN","MIN4","CDC","CDC 1:4","26/06/2017","JUN",2017,4,"IN","18:00","06:00",1,6,0,0,3,2,"",25.96414167,75.13075
"669","MIN","MIN1","CDC","CDC 1:5","27/06/2017","JUN",2017,1,"IN","18:00","06:00",0,13,0,0,7,1,"",23.68691667,79.76666667
"670","MIN","MIN3","CDC","CDC 1:7","27/06/2017","JUN",2017,3,"IN","18:00","06:00",4,6,0,0,4,0,"COW",22.69775,73.33308333
"671","MIN","MIN4","CDC","CDC 1:8","27/06/2017","JUN",2017,4,"IN","18:00","06:00",2,1,0,2,7,1,"",22.00275,84.58308333
"672","MIN","MIN1","CDC","CDC 1:5","27/06/2017","JUN",2017,1,"IN","18:00","06:00",0,13,0,0,7,1,"",23.68691667,79.76666667
"673","MIN","MIN3","CDC","CDC 1:7","27/06/2017","JUN",2017,3,"IN","18:00","06:00",4,6,0,0,4,0,"COW",22.69775,73.33308333
"674","MIN","MIN4","CDC","CDC 1:8","27/06/2017","JUN",2017,4,"IN","18:00","06:00",2,1,0,2,7,1,"",22.00275,84.58308333
"675","MIN","MIN1","CDC","CDC 1:5","27/06/2017","JUN",2017,1,"IN","18:00","06:00",0,13,0,0,7,1,"",23.68691667,79.76666667
"676","MIN","MIN3","CDC","CDC 1:7","27/06/2017","JUN",2017,3,"IN","18:00","06:00",4,6,0,0,4,0,"COW",22.69775,73.33308333
"677","MIN","MIN4","CDC","CDC 1:8","27/06/2017","JUN",2017,4,"IN","18:00","06:00",2,1,0,2,7,1,"",22.00275,84.58308333
"678","MIN","MIN2","CDC","CDC 1:10","28/06/2017","JUN",2017,2,"IN","18:00","06:00",0,16,0,0,6,0,"",23.55790833,84.255
"679","MIN","MIN3","CDC","CDC 1:11","28/06/2017","JUN",2017,3,"IN","18:00","06:00",2,8,0,1,3,0,"COW",23.15188333,24.96433333
"680","MIN","MIN4","CDC","CDC 1:12","28/06/2017","JUN",2017,4,"IN","18:00","06:00",0,21,0,0,4,0,"",22.47236667,88.0315
"681","MIN","MIN2","CDC","CDC 1:10","28/06/2017","JUN",2017,2,"IN","18:00","06:00",0,16,0,0,6,0,"",23.55790833,84.255
"682","MIN","MIN3","CDC","CDC 1:11","28/06/2017","JUN",2017,3,"IN","18:00","06:00",2,8,0,1,3,0,"COW",23.15188333,24.96433333
"683","MIN","MIN4","CDC","CDC 1:12","28/06/2017","JUN",2017,4,"IN","18:00","06:00",0,21,0,0,4,0,"",22.47236667,88.0315
"684","MIN","MIN2","CDC","CDC 1:10","28/06/2017","JUN",2017,2,"IN","18:00","06:00",0,16,0,0,6,0,"",23.55790833,84.255
"685","MIN","MIN3","CDC","CDC 1:11","28/06/2017","JUN",2017,3,"IN","18:00","06:00",2,8,0,1,3,0,"COW",23.15188333,24.96433333
"686","MIN","MIN4","CDC","CDC 1:12","28/06/2017","JUN",2017,4,"IN","18:00","06:00",0,21,0,0,4,0,"",22.47236667,88.0315
"687","MIN","MIN1","CDC","CDC 1:13","29/06/2017","JUN",2017,1,"IN","18:00","06:00",1,16,0,0,4,0,"",23.89241667,84.44166667
"688","MIN","MIN2","CDC","CDC 1:14","29/06/2017","JUN",2017,2,"IN","18:00","06:00",0,14,0,0,4,0,"",24.35416667,82.34366667
"689","MIN","MIN3","CDC","CDC 1:15","29/06/2017","JUN",2017,3,"IN","18:00","06:00",1,7,0,0,6,0,"COW",23.66376667,74.343
"690","MIN","MIN1","CDC","CDC 1:13","29/06/2017","JUN",2017,1,"IN","18:00","06:00",1,16,0,0,4,0,"",23.89241667,84.44166667
"691","MIN","MIN2","CDC","CDC 1:14","29/06/2017","JUN",2017,2,"IN","18:00","06:00",0,14,0,0,4,0,"",24.35416667,82.34366667
"692","MIN","MIN3","CDC","CDC 1:15","29/06/2017","JUN",2017,3,"IN","18:00","06:00",1,7,0,0,6,0,"COW",23.66376667,74.343
"693","MIN","MIN1","CDC","CDC 1:13","29/06/2017","JUN",2017,1,"IN","18:00","06:00",1,16,0,0,4,0,"",23.89241667,84.44166667
"694","MIN","MIN2","CDC","CDC 1:14","29/06/2017","JUN",2017,2,"IN","18:00","06:00",0,14,0,0,4,0,"",24.35416667,82.34366667
"695","MIN","MIN3","CDC","CDC 1:15","29/06/2017","JUN",2017,3,"IN","18:00","06:00",1,7,0,0,6,0,"COW",23.66376667,74.343
"696","LUP","LUP1","CDC","CDC 1:1","03/07/2017","JUL",2017,1,"IN","18:00","06:00",0,1,0,0,25,0,"",27.73691667,63.49166667
"697","LUP","LUP3","CDC","CDC 1:3","03/07/2017","JUL",2017,3,"IN","18:00","06:00",1,62,0,1,14,0,"GOAT",28.46875,70.48691667
"698","LUP","LUP4","CDC","CDC 1:4","03/07/2017","JUL",2017,4,"IN","18:00","06:00",0,9,0,0,16,0,"",27.62388333,61.92025
"699","LUP","LUP2","CDC","CDC 1:6","04/07/2017","JUL",2017,2,"IN","18:00","06:00",0,0,0,3,94,0,"",25.18126667,70.36483333
"700","LUP","LUP3","CDC","CDC 1:7","04/07/2017","JUL",2017,3,"IN","18:00","06:00",0,13,0,0,6,0,"GOAT",23.806325,92.70675
"701","LUP","LUP4","CDC","CDC 1:8","04/07/2017","JUL",2017,4,"IN","18:00","06:00",0,8,1,0,20,0,"",23.46406667,78.92266667
"702","SAG","SAG2","CDC","CDC 1:2","05/07/2017","JUL",2017,2,"IN","18:00","06:00",0,0,0,2,50,2,"COW",25.55953333,72.42541667
"703","SAG","SAG3","CDC","CDC 1:3","05/07/2017","JUL",2017,3,"IN","18:00","06:00",0,6,1,0,22,0,"",23.84658333,79.40566667
"704","LUP","LUP1","CDC","CDC 1:9","05/07/2017","JUL",2017,1,"IN","18:00","06:00",0,1,0,0,13,0,"",23.61458333,81.73333333
"705","LUP","LUP2","CDC","CDC 1:10","05/07/2017","JUL",2017,2,"IN","18:00","06:00",0,2,0,0,45,0,"",25.55953333,72.42541667
"706","LUP","LUP3","CDC","CDC 1:11","05/07/2017","JUL",2017,3,"IN","18:00","06:00",0,40,0,0,20,0,"GOAT",23.84658333,79.40566667
