"","village","VillageHH","traptype","trap","date","month","year","HH","IN.OUT","start","end","Agfed","Agunf","Aggrv","Affed","Affunf","Afgrv","Notes","MeanTemp","MeanHum"
"707","LUP","LUP1","CDC","CDC 1:13","06/07/2017","JUL",2017,1,"IN","18:00","06:00",0,1,0,0,30,2,"",23.28916667,80.15
"708","LUP","LUP2","CDC","CDC 1:14","06/07/2017","JUL",2017,2,"IN","18:00","06:00",0,0,0,3,44,1,"",24.21011667,74.55666667
"709","LUP","LUP4","CDC","CDC 1:16","06/07/2017","JUL",2017,4,"IN","18:00","06:00",0,6,0,0,18,0,"",22.875725,82.83216667
"710","KID","KID1","CDC","CDC 1:1","10/07/2017","JUL",2017,1,"IN","18:00","06:00",1,0,0,0,1,2,"COW",26.64083333,65.16666667
"711","KID","KID2","CDC","CDC 1:2","10/07/2017","JUL",2017,2,"IN","18:00","06:00",0,0,0,0,3,1,"COW",27.2796,65.10941667
"712","KID","KID3","CDC","CDC 1:3","10/07/2017","JUL",2017,3,"IN","18:00","06:00",0,3,1,0,83,1,"",26.55593333,80.07025
"713","KID","KID1","CDC","CDC 1:5","11/07/2017","JUL",2017,1,"IN","18:00","06:00",0,0,0,0,3,0,"COW",23.41566667,72.40833333
"714","KID","KID2","CDC","CDC 1:6","11/07/2017","JUL",2017,2,"IN","18:00","06:00",0,2,0,0,4,0,"COW",22.618125,74.09041667
"715","KID","KID4","CDC","CDC 1:8","11/07/2017","JUL",2017,4,"IN","18:00","06:00",0,0,0,1,11,0,"",23.01994167,73.51566667
"716","KID","KID2","CDC","CDC 1:10","12/07/2017","JUL",2017,2,"IN","18:00","06:00",0,0,0,0,5,4,"COW",21.31085,72.63508333
"717","KID","KID3","CDC","CDC 1:11","12/07/2017","JUL",2017,3,"IN","18:00","06:00",0,10,0,0,120,1,"",21.83815833,88.089
"718","KID","KID4","CDC","CDC 1:12","12/07/2017","JUL",2017,4,"IN","18:00","06:00",0,0,0,0,26,7,"",21.60469167,72.04525
"719","KID","KID1","CDC","CDC 1:13","13/07/2017","JUL",2017,1,"IN","18:00","06:00",0,0,0,0,0,1,"COW",23.09733333,70.91666667
"720","KID","KID3","CDC","CDC 1:15","13/07/2017","JUL",2017,3,"IN","18:00","06:00",0,7,0,2,114,3,"",24.11203333,83.77683333
"721","KID","KID4","CDC","CDC 1:16","13/07/2017","JUL",2017,4,"IN","18:00","06:00",1,0,0,0,12,0,"",23.45935,70.37525
"722","SAG","SAG2","CDC","CDC 1:2","17/07/2017","JUL",2017,2,"IN","18:00","06:00",0,0,1,6,52,8,"COW",27.9262,56.52491667
"723","SAG","SAG3","CDC","CDC 1:3","17/07/2017","JUL",2017,3,"IN","18:00","06:00",0,4,0,15,30,1,"",27.085525,66.7665
"724","SAG","SAG4","CDC","CDC 1:4","17/07/2017","JUL",2017,4,"IN","18:00","06:00",0,1,0,0,11,0,"",26.69899167,58.03183333
"725","SAG","SAG2","CDC","CDC 1:2","17/07/2017","JUL",2017,2,"IN","18:00","06:00",0,0,1,6,52,8,"COW",27.9262,56.52491667
"726","SAG","SAG3","CDC","CDC 1:3","17/07/2017","JUL",2017,3,"IN","18:00","06:00",0,4,0,15,30,1,"",27.085525,66.7665
"727","SAG","SAG4","CDC","CDC 1:4","17/07/2017","JUL",2017,4,"IN","18:00","06:00",0,1,0,0,11,0,"",26.69899167,58.03183333
"728","SAG","SAG1","CDC","CDC 1:5","18/07/2017","JUL",2017,1,"IN","18:00","06:00",0,0,0,2,28,2,"COW",24.523575,87.88108333
"729","SAG","SAG3","CDC","CDC 1:7","18/07/2017","JUL",2017,3,"IN","18:00","06:00",2,3,2,1,48,0,"",24.523575,87.88108333
"730","SAG","SAG4","CDC","CDC 1:8","18/07/2017","JUL",2017,4,"IN","18:00","06:00",0,0,0,0,8,2,"",25.27270833,68.41533333
"731","SAG","SAG1","CDC","CDC 1:5","18/07/2017","JUL",2017,1,"IN","18:00","06:00",0,0,0,2,28,2,"COW",24.523575,87.88108333
"732","SAG","SAG3","CDC","CDC 1:7","18/07/2017","JUL",2017,3,"IN","18:00","06:00",2,3,2,1,48,0,"",24.523575,87.88108333
"733","SAG","SAG4","CDC","CDC 1:8","18/07/2017","JUL",2017,4,"IN","18:00","06:00",0,0,0,0,8,2,"",25.27270833,68.41533333
"734","SAG","SAG1","CDC","CDC 1:9","19/07/2017","JUL",2017,1,"IN","18:00","06:00",0,0,0,4,20,2,"COW",24.92415,79.93858333
"735","SAG","SAG2","CDC","CDC 1:10","19/07/2017","JUL",2017,2,"IN","18:00","06:00",0,1,0,4,58,3,"COW",26.057,59.58141667
"736","SAG","SAG4","CDC","CDC 1:12","19/07/2017","JUL",2017,4,"IN","18:00","06:00",0,1,0,0,7,0,"",25.546625,63.55466667
"737","SAG","SAG1","CDC","CDC 1:9","19/07/2017","JUL",2017,1,"IN","18:00","06:00",0,0,0,4,20,2,"COW",24.92415,79.93858333
"738","SAG","SAG2","CDC","CDC 1:10","19/07/2017","JUL",2017,2,"IN","18:00","06:00",0,1,0,4,58,3,"COW",26.057,59.58141667
"739","SAG","SAG4","CDC","CDC 1:12","19/07/2017","JUL",2017,4,"IN","18:00","06:00",0,1,0,0,7,0,"",25.546625,63.55466667
"740","SAG","SAG1","CDC","CDC 1:13","20/07/2017","JUL",2017,1,"IN","18:00","06:00",0,0,0,1,12,1,"COW",24.18983667,86.64216667
"741","SAG","SAG2","CDC","CDC 1:14","20/07/2017","JUL",2017,2,"IN","18:00","06:00",0,0,0,0,15,6,"COW",25.47459167,64.54816667
"742","SAG","SAG3","CDC","CDC 1:15","20/07/2017","JUL",2017,3,"IN","18:00","06:00",0,5,0,4,85,1,"",24.18985,86.64216667
"743","SAG","SAG1","CDC","CDC 1:13","20/07/2017","JUL",2017,1,"IN","18:00","06:00",0,0,0,1,12,1,"COW",24.18983667,86.64216667
"744","SAG","SAG2","CDC","CDC 1:14","20/07/2017","JUL",2017,2,"IN","18:00","06:00",0,0,0,0,15,6,"COW",25.47459167,64.54816667
"745","SAG","SAG3","CDC","CDC 1:15","20/07/2017","JUL",2017,3,"IN","18:00","06:00",0,5,0,4,85,1,"",24.18985,86.64216667
"746","MIN","MIN1","CDC","CDC 1:1","24/07/2017","JUL",2017,1,"IN","18:00","06:00",0,20,0,0,9,0,"",28.47652417,71.44825
"747","MIN","MIN4","CDC","CDC 1:4","24/07/2017","JUL",2017,4,"IN","18:00","06:00",1,23,0,0,4,1,"",28.58483333,61.09216667
"748","MIN","MIN1","CDC","CDC 1:1","24/07/2017","JUL",2017,1,"IN","18:00","06:00",0,20,0,0,9,0,"",28.47652417,71.44825
"749","MIN","MIN3","CDC","CDC","24/07/2017","JUL",2017,3,"IN","18:00","06:00",NA,NA,NA,NA,NA,NA,"CHANGED HOUSE",28.476525,71.44825
"750","MIN","MIN4","CDC","CDC 1:4","24/07/2017","JUL",2017,4,"IN","18:00","06:00",1,23,0,0,4,1,"",28.58483333,61.09216667
"751","MIN","MIN2","CDC","CDC 1:6","25/07/2017","JUL",2017,2,"IN","18:00","06:00",0,7,0,0,6,0,"",24.19176667,73.63308333
"752","MIN","MIN3","CDC","CDC 1:7","25/07/2017","JUL",2017,3,"IN","18:00","06:00",0,16,0,2,45,1,"",24.72928333,67.40491667
"753","MIN","MIN4","CDC","CDC 1:8","25/07/2017","JUL",2017,4,"IN","18:00","06:00",3,11,0,1,4,4,"",23.439325,75.445
"754","MIN","MIN2","CDC","CDC 1:6","25/07/2017","JUL",2017,2,"IN","18:00","06:00",0,7,0,0,6,0,"",24.19176667,73.63308333
"755","MIN","MIN3","CDC","CDC 1:7","25/07/2017","JUL",2017,3,"IN","18:00","06:00",0,16,0,2,45,1,"",24.72928333,67.40491667
"756","MIN","MIN4","CDC","CDC 1:8","25/07/2017","JUL",2017,4,"IN","18:00","06:00",3,11,0,1,4,4,"",23.439325,75.445
"757","MIN","MIN1","CDC","CDC 1:9","26/07/2017","JUL",2017,1,"IN","18:00","06:00",0,0,0,0,1,0,"",23.16786667,91.92541667
"758","MIN","MIN2","CDC","CDC 1:10","26/07/2017","JUL",2017,2,"IN","18:00","06:00",2,16,2,0,3,0,"",24.07841667,72.5005
"759","MIN","MIN3","CDC","CDC 1:11","26/07/2017","JUL",2017,3,"IN","18:00","06:00",0,1,0,0,0,0,"",23.16788333,91.92541667
"760","MIN","MIN1","CDC","CDC 1:9","26/07/2017","JUL",2017,1,"IN","18:00","06:00",0,0,0,0,1,0,"",23.16786667,91.92541667
"761","MIN","MIN2","CDC","CDC 1:10","26/07/2017","JUL",2017,2,"IN","18:00","06:00",2,16,2,0,3,0,"",24.07841667,72.5005
"762","MIN","MIN3","CDC","CDC 1:11","26/07/2017","JUL",2017,3,"IN","18:00","06:00",0,1,0,0,0,0,"",23.16788333,91.92541667
"763","MIN","MIN1","CDC","CDC 1:13","27/07/2017","JUL",2017,1,"IN","18:00","06:00",1,7,0,0,1,1,"",22.4760525,95.013
"764","MIN","MIN2","CDC","CDC 1:14","27/07/2017","JUL",2017,2,"IN","18:00","06:00",0,10,1,0,1,0,"",23.88926667,72.80441667
"765","MIN","MIN4","CDC","CDC 1:16","27/07/2017","JUL",2017,4,"IN","18:00","06:00",0,0,0,0,1,0,"",22.43945,76.461
"766","MIN","MIN1","CDC","CDC 1:13","27/07/2017","JUL",2017,1,"IN","18:00","06:00",1,7,0,0,1,1,"",22.4760525,95.013
"767","MIN","MIN2","CDC","CDC 1:14","27/07/2017","JUL",2017,2,"IN","18:00","06:00",0,10,1,0,1,0,"",23.88926667,72.80441667
"768","MIN","MIN4","CDC","CDC 1:16","27/07/2017","JUL",2017,4,"IN","18:00","06:00",0,0,0,0,1,0,"",22.43945,76.461
"769","LUP","LUP1","CDC","CDC 1:1","31/07/2017","JUL",2017,1,"IN","18:00","06:00",0,2,0,2,7,2,"",28.69678917,66.31108333
"770","LUP","LUP3","CDC","CDC 1:3","31/07/2017","JUL",2017,3,"IN","18:00","06:00",1,5,0,0,2,0,"GOAT",28.69679167,66.31108333
"771","LUP","LUP4","CDC","CDC 1:4","31/07/2017","JUL",2017,4,"IN","18:00","06:00",4,2,0,0,2,0,"",28.92744167,56.536
"772","LUP","LUP2","CDC","CDC 1:6","01/08/2017","AUG",2017,2,"IN","18:00","06:00",1,2,0,1,18,1,"",25.340575,72.67541667
"773","LUP","LUP3","CDC","CDC 1:7","01/08/2017","AUG",2017,3,"IN","18:00","06:00",1,8,1,0,2,0,"GOAT",24.23644167,93.01791667
"774","LUP","LUP4","CDC","CDC 1:8","01/08/2017","AUG",2017,4,"IN","18:00","06:00",0,7,1,0,7,0,"",24.48165,75.85616667
"775","LUP","LUP1","CDC","CDC 1:9","02/08/2017","AUG",2017,1,"IN","18:00","06:00",0,4,2,1,4,3,"",24.70177667,74.71858333
"776","LUP","LUP2","CDC","CDC 1:10","02/08/2017","AUG",2017,2,"IN","18:00","06:00",0,2,0,2,11,0,"",26.278375,69.80058333
"777","LUP","LUP3","CDC","CDC 1:11","02/08/2017","AUG",2017,3,"IN","18:00","06:00",0,35,2,0,5,0,"GOAT",24.70179167,74.71858333
"778","LUP","LUP1","CDC","CDC 1:13","03/08/2017","AUG",2017,1,"IN","18:00","06:00",0,8,0,1,8,1,"",24.30250417,82.48208333
"779","LUP","LUP2","CDC","CDC 1:14","03/08/2017","AUG",2017,2,"IN","18:00","06:00",0,0,0,0,2,1,"",25.88078333,68.94125
"780","LUP","LUP4","CDC","CDC 1:16","03/08/2017","AUG",2017,4,"IN","18:00","06:00",1,14,0,1,11,2,"",24.12761667,76.47966667
"781","KID","KID1","CDC","CDC 1:1","07/08/2017","AUG",2017,1,"IN","18:00","06:00",0,1,0,0,1,2,"COW",27.310195,70.9115
"782","KID","KID2","CDC","CDC 1:2","07/08/2017","AUG",2017,2,"IN","18:00","06:00",0,0,0,0,1,0,"COW",26.764375,62.59808333
"783","KID","KID3","CDC","CDC 1:3","07/08/2017","AUG",2017,3,"IN","18:00","06:00",0,2,0,2,48,0,"",27.3102,70.9115
"784","KID","KID1","CDC","CDC 1:5","08/08/2017","AUG",2017,1,"IN","18:00","06:00",0,0,0,0,2,3,"COW",24.16969083,84.069
"785","KID","KID2","CDC","CDC 1:6","08/08/2017","AUG",2017,2,"IN","18:00","06:00",2,1,0,1,2,1,"COW",23.30965833,70.42683333
"786","KID","KID4","CDC","CDC 1:8","08/08/2017","AUG",2017,4,"IN","18:00","06:00",0,1,0,0,8,0,"",23.86979167,68.61725
"787","KID","KID2","CDC","CDC 1:10","09/08/2017","AUG",2017,2,"IN","18:00","06:00",0,1,0,0,1,0,"COW",22.99836667,69.53791667
"788","KID","KID3","CDC","CDC 1:11","09/08/2017","AUG",2017,3,"IN","18:00","06:00",0,15,0,0,76,3,"",23.18965833,83.97441667
"789","KID","KID4","CDC","CDC 1:12","09/08/2017","AUG",2017,4,"IN","18:00","06:00",0,0,0,5,4,5,"",23.15245833,68.918
"790","KID","KID1","CDC","CDC 1:13","10/08/2017","AUG",2017,1,"IN","18:00","06:00",0,0,0,0,2,0,"COW",23.933765,85.91458333
"791","KID","KID3","CDC","CDC 1:15","10/08/2017","AUG",2017,3,"IN","18:00","06:00",1,10,0,2,60,1,"",23.93376667,85.91458333
"792","KID","KID4","CDC","CDC 1:16","10/08/2017","AUG",2017,4,"IN","18:00","06:00",0,0,0,0,0,0,"CULEX",23.89098333,69.79708333
"793","SAG","SAG2","CDC","CDC 1:2","14/08/2017","AUG",2017,2,"IN","18:00","06:00",0,0,0,1,11,3,"",28.21509167,62.20666667
"794","SAG","SAG3","CDC","CDC 1:3","14/08/2017","AUG",2017,3,"IN","18:00","06:00",0,3,0,0,35,0,"",28.98051667,70.37066667
"795","SAG","SAG4","CDC","CDC 1:4","14/08/2017","AUG",2017,4,"IN","18:00","06:00",0,0,0,0,15,0,"",28.14590833,62.37291667
"796","SAG","SAG1","CDC","CDC 1:5","15/08/2017","AUG",2017,1,"IN","18:00","06:00",0,1,1,1,16,0,"",25.76252833,82.97633333
"797","SAG","SAG3","CDC","CDC 1:7","15/08/2017","AUG",2017,3,"IN","18:00","06:00",0,3,1,0,33,0,"",25.76253333,82.97633333
"798","SAG","SAG4","CDC","CDC 1:8","15/08/2017","AUG",2017,4,"IN","18:00","06:00",0,1,0,1,8,0,"",25.69694167,68.92491667
"799","SAG","SAG1","CDC","CDC 1:9","16/08/2017","AUG",2017,1,"IN","18:00","06:00",0,0,0,3,4,3,"",25.32994083,87.26783333
"800","SAG","SAG2","CDC","CDC 1:10","16/08/2017","AUG",2017,2,"IN","18:00","06:00",0,0,0,0,18,1,"",25.19770833,71.65633333
"801","SAG","SAG4","CDC","CDC 1:12","16/08/2017","AUG",2017,4,"IN","18:00","06:00",0,2,0,0,4,0,"",25.40234167,70.41933333
"802","SAG","SAG1","CDC","CDC 1:13","17/08/2017","AUG",2017,1,"IN","18:00","06:00",0,1,0,2,16,3,"",23.98462833,92.3845
"803","SAG","SAG2","CDC","CDC 1:14","17/08/2017","AUG",2017,2,"IN","18:00","06:00",0,0,0,1,12,2,"",24.24389167,73.91683333
"804","SAG","SAG3","CDC","CDC 1:15","17/08/2017","AUG",2017,3,"IN","18:00","06:00",0,0,0,0,1,0,"",23.98464167,92.3845
"805","MIN","MIN1","CDC","CDC 1:1","21/08/2017","AUG",2017,1,"IN","18:00","06:00",0,40,2,0,12,0,"",28.78895333,73.52725
"806","MIN","MIN3","CDC","CDC 1:3","21/08/2017","AUG",2017,3,"IN","18:00","06:00",4,18,1,1,8,0,"",28.78896667,73.52725
"807","MIN","MIN4","CDC","CDC 1:4","21/08/2017","AUG",2017,4,"IN","18:00","06:00",2,19,4,1,10,2,"",28.95196667,62.78
"808","MIN","MIN1","CDC","CDC 1:5","22/08/2017","AUG",2017,1,"IN","18:00","06:00",0,27,6,0,1,0,"",22.98099167,89.022
"809","MIN","MIN2","CDC","CDC 1:6","22/08/2017","AUG",2017,2,"IN","18:00","06:00",0,0,0,0,0,0,"TRAP FAILED",23.792825,72.01941667
"810","MIN","MIN4","CDC","CDC 1:8","22/08/2017","AUG",2017,4,"IN","18:00","06:00",2,22,1,1,6,1,"",22.48974167,75.71358333
"811","MIN","MIN2","CDC","CDC 1:10","23/08/2017","AUG",2017,2,"IN","18:00","06:00",1,18,3,0,0,0,"",24.74325833,72.631
"812","MIN","MIN3","CDC","CDC 1:11","23/08/2017","AUG",2017,3,"IN","18:00","06:00",1,3,1,1,1,0,"",23.44195833,75.49191667
"813","MIN","MIN4","CDC","CDC 1:12","23/08/2017","AUG",2017,4,"IN","18:00","06:00",1,28,1,1,7,1,"",23.75278333,74.96316667
"814","MIN","MIN1","CDC","CDC 1:13","24/08/2017","AUG",2017,1,"IN","18:00","06:00",0,0,1,0,0,0,"",24.610535,64.46116667
"815","MIN","MIN2","CDC","CDC 1:14","24/08/2017","AUG",2017,2,"IN","18:00","06:00",0,2,0,0,0,1,"",25.81654167,69.86525
"816","MIN","MIN3","CDC","CDC 1:15","24/08/2017","AUG",2017,3,"IN","18:00","06:00",0,27,1,1,14,4,"",24.61054167,64.46116667
"817","LUP","LUP1","CDC","CDC 1:1","28/08/2017","AUG",2017,1,"IN","18:00","06:00",0,0,0,0,1,0,"",28.79613917,68.47491667
"818","LUP","LUP3","CDC","CDC 1:3","28/08/2017","AUG",2017,3,"IN","18:00","06:00",0,4,0,0,0,0,"Got",28.79614167,68.47491667
"819","LUP","LUP4","CDC","CDC 1:4","28/08/2017","AUG",2017,4,"IN","18:00","06:00",1,31,0,0,2,0,"",28.04179167,61.4905
"820","LUP","LUP1","CDC","CDC 1:6","29/08/2017","AUG",2017,1,"IN","18:00","06:00",0,0,0,0,1,0,"",23.298385,79.68733333
"821","LUP","LUP2","CDC","CDC 1:7","29/08/2017","AUG",2017,2,"IN","18:00","06:00",0,0,0,0,0,0,"GOAT",24.49639167,63.009
"822","LUP","LUP4","CDC","CDC 1:8","29/08/2017","AUG",2017,4,"IN","18:00","06:00",0,9,2,0,2,1,"",23.84133333,67.14166667
"823","LUP","LUP2","CDC","CDC 1:9","30/08/2017","AUG",2017,2,"IN","18:00","06:00",0,0,0,0,1,0,"",24.271175,63.54391667
"824","LUP","LUP3","CDC","CDC 1:10","30/08/2017","AUG",2017,3,"IN","18:00","06:00",0,4,2,0,2,1,"",22.32820833,82.47025
"825","LUP","LUP4","CDC","CDC 1:11","30/08/2017","AUG",2017,4,"IN","18:00","06:00",0,47,0,0,2,0,"Got",22.666625,68.80841667
"826","LUP","LUP1","CDC","CDC 1:13","01/09/2017","SEP",2017,1,"IN","18:00","06:00",0,0,0,0,1,0,"",23.9039525,79.9465
"827","LUP","LUP2","CDC","CDC 1:14","01/09/2017","SEP",2017,2,"IN","18:00","06:00",0,8,0,0,1,0,"",25.52794167,63.355
"828","LUP","LUP3","CDC","CDC 1:16","01/09/2017","SEP",2017,3,"IN","18:00","06:00",2,19,1,0,2,0,"",23.90396667,79.9465
"829","KID","KID1","CDC","CDC 1:1","04/09/2017","SEP",2017,1,"IN","18:00","06:00",0,0,0,0,0,1,"COW",29.67089083,60.22891667
"830","KID","KID2","CDC","CDC 1:2","04/09/2017","SEP",2017,2,"IN","18:00","06:00",0,0,0,0,0,0,"COW",29.40104167,53.41866667
"831","KID","KID3","CDC","CDC 1:3","04/09/2017","SEP",2017,3,"IN","18:00","06:00",0,3,4,2,38,6,"",29.6709,60.22891667
"832","KID","KID1","CDC","CDC 1:5","05/09/2017","SEP",2017,1,"IN","18:00","06:00",0,0,0,0,0,0,"CULEX",24.20744667,90.54625
"833","KID","KID2","CDC","CDC 1:6","05/09/2017","SEP",2017,2,"IN","18:00","06:00",0,0,0,0,0,2,"COW",22.96441667,77.193
"834","KID","KID4","CDC","CDC 1:8","05/09/2017","SEP",2017,4,"IN","18:00","06:00",0,0,0,0,0,0,"",23.06745,76.1325
"835","KID","KID2","CDC","CDC 1:10","06/09/2017","SEP",2017,2,"IN","18:00","06:00",0,0,0,0,0,0,"COW",22.831025,76.07108333
"836","KID","KID3","CDC","CDC 1:11","06/09/2017","SEP",2017,3,"IN","18:00","06:00",0,2,0,2,40,1,"",23.581075,90.661
"837","KID","KID4","CDC","CDC 1:12","06/09/2017","SEP",2017,4,"IN","18:00","06:00",0,0,0,0,2,0,"",22.9189,75.19416667
"838","KID","KID1","CDC","CDC 1:13","07/09/2017","SEP",2017,1,"IN","18:00","06:00",0,0,0,0,0,0,"CULEX",25.54599917,73.03875
"839","KID","KID3","CDC","CDC 1:15","07/09/2017","SEP",2017,3,"IN","18:00","06:00",0,2,0,0,39,1,"",25.54601667,73.03875
"840","KID","KID4","CDC","CDC 1:16","07/09/2017","SEP",2017,4,"IN","18:00","06:00",0,0,0,0,0,0,"CULEX",24.652675,63.26616667
"841","SAG","SAG2","CDC","CDC 1:2","11/09/2017","SEP",2017,2,"IN","18:00","06:00",0,1,1,1,1,3,"COW",29.702,50.546
"842","SAG","SAG3","CDC","CDC 1:3","11/09/2017","SEP",2017,3,"IN","18:00","06:00",0,2,1,0,30,21,"",29.9278,57.08241667
"843","SAG","SAG4","CDC","CDC 1:4","11/09/2017","SEP",2017,4,"IN","18:00","06:00",0,0,0,0,0,0,"CULEX",29.91995,50.40775
"844","SAG","SAG1","CDC","CDC 1:5","12/09/2017","SEP",2017,1,"IN","18:00","06:00",0,0,0,2,4,0,"COW",26.46333333,54.57916667
"845","SAG","SAG2","CDC","CDC 1:6","12/09/2017","SEP",2017,2,"IN","18:00","06:00",0,0,0,0,0,0,"CULEX",25.57333333,56.3075
"846","SAG","SAG4","CDC","CDC 1:8","12/09/2017","SEP",2017,4,"IN","18:00","06:00",0,1,0,0,3,0,"",25.2025,55.87666667
"847","SAG","SAG1","CDC","CDC 1:9","13/09/2017","SEP",2017,1,"IN","18:00","06:00",0,0,1,1,1,2,"COW",26.47833333,53.09666667
"848","SAG","SAG3","CDC","CDC 1:11","13/09/2017","SEP",2017,3,"IN","18:00","06:00",0,3,1,0,24,0,"",24.9525,65.52333333
"849","SAG","SAG4","CDC","CDC 1:12","13/09/2017","SEP",2017,4,"IN","18:00","06:00",0,0,0,0,0,0,"CULEX",25.3475,54.89916667
"850","SAG","SAG1","CDC","CDC 1:13","14/09/2017","SEP",2017,1,"IN","18:00","06:00",0,0,0,1,0,0,"COW",26.44,48.94333333
"851","SAG","SAG2","CDC","CDC 1:14","14/09/2017","SEP",2017,2,"IN","18:00","06:00",0,0,0,2,1,1,"COW",25.52333333,50.15166667
"852","SAG","SAG3","CDC","CDC 1:15","14/09/2017","SEP",2017,3,"IN","18:00","06:00",0,1,2,0,23,0,"",25.10166667,58.8975
